,ID,innings,total_run,batters,bowlers,Venue
1023,734009,2,54,['DR Smith' 'F du Plessis' 'MEK Hussey' 'SK Raina'],['SL Malinga' 'MJ McClenaghan' 'R Vinay Kumar'],Barabati Stadium
1024,734007,1,41,['CH Gayle' 'V Kohli'],['CH Morris' 'JP Faulkner' 'DS Kulkarni' 'SR Watson'],"Rajiv Gandhi International Stadium, Uppal"
1025,734007,2,40,['AM Rahane' 'SR Watson' 'SV Samson' 'SPD Smith'],['MA Starc' 'S Aravind' 'HV Patel'],"Rajiv Gandhi International Stadium, Uppal"
1026,734005,1,29,['CH Gayle' 'V Kohli' 'AB de Villiers' 'Mandeep Singh'],['A Nehra' 'R Ashwin'],M Chinnaswamy Stadium
1027,734005,2,34,['DR Smith' 'MEK Hussey' 'F du Plessis'],['MA Starc' 'S Aravind' 'HV Patel'],M Chinnaswamy Stadium
1028,734003,1,61,['LMP Simmons' 'PA Patel' 'RG Sharma'],['A Nehra' 'MM Sharma' 'R Ashwin' 'RA Jadeja'],JSCA International Stadium Complex
1029,734003,2,31,['DR Smith' 'MEK Hussey' 'SK Raina'],['SL Malinga' 'MJ McClenaghan' 'R Vinay Kumar'],JSCA International Stadium Complex
1030,734001,1,37,"['LMP Simmons' 'RG Sharma' 'HH Pandya' 'JC Buttler' 'AT Rayudu'
 'KA Pollard']",['RP Singh' 'I Sharma' 'MR Marsh'],"Rajiv Gandhi International Stadium, Uppal"
1031,734001,2,57,['AM Rahane' 'F du Plessis'],['MJ McClenaghan' 'JJ Bumrah'],"Rajiv Gandhi International Stadium, Uppal"
1032,733999,1,35,['MA Agarwal' 'Q de Kock' 'SS Iyer' 'KK Nair' 'SV Samson' 'P Negi'],['AD Russell' 'UT Yadav' 'JW Hastings'],M Chinnaswamy Stadium
1033,733999,2,47,['RV Uthappa' 'G Gambhir'],['NM Coulter-Nile' 'Z Khan' 'CH Morris'],M Chinnaswamy Stadium
1034,733997,1,52,['M Vijay' 'M Vohra'],['P Kumar' 'PJ Sangwan' 'JP Faulkner' 'S Ladda'],Barabati Stadium
1035,733997,2,57,['AJ Finch' 'BB McCullum' 'SK Raina'],['Sandeep Sharma' 'MG Johnson' 'MM Sharma' 'MP Stoinis'],Barabati Stadium
1036,733995,1,49,['CH Gayle' 'V Kohli' 'AB de Villiers'],['A Nehra' 'B Kumar' 'Mustafizur Rahman'],Wankhede Stadium
1037,733995,2,56,['DA Warner' 'S Dhawan' 'MC Henriques'],['AF Milne' 'SR Watson' 'Parvez Rasool' 'HV Patel'],Wankhede Stadium
1038,733993,1,40,['RV Uthappa' 'G Gambhir' 'MK Pandey'],['TG Southee' 'JJ Bumrah' 'MJ McClenaghan'],Feroz Shah Kotla
1039,733993,2,53,['RG Sharma' 'PA Patel' 'HH Pandya'],['AD Russell' 'JW Hastings' 'GB Hogg'],Feroz Shah Kotla
1040,733991,1,57,['AM Rahane' 'F du Plessis' 'KP Pietersen'],['P Kumar' 'SB Jakati' 'PV Tambe' 'DJ Bravo'],M Chinnaswamy Stadium
1041,733991,2,62,['AJ Finch' 'BB McCullum'],['RP Singh' 'I Sharma' 'R Ashwin' 'M Ashwin'],M Chinnaswamy Stadium
1042,733989,1,37,['M Vijay' 'M Vohra' 'SE Marsh'],['Z Khan' 'P Negi' 'CH Morris' 'CR Brathwaite'],"Sardar Patel Stadium, Motera"
1043,733989,2,28,['Q de Kock' 'SS Iyer' 'SV Samson'],['Sandeep Sharma' 'MG Johnson' 'MM Sharma' 'AR Patel'],"Sardar Patel Stadium, Motera"
1044,733987,1,36,['DA Warner' 'S Dhawan' 'MC Henriques' 'EJG Morgan'],['M Morkel' 'UT Yadav' 'Shakib Al Hasan'],Barabati Stadium
1045,733987,2,36,['RV Uthappa' 'G Gambhir'],['B Kumar' 'BB Sran' 'Mustafizur Rahman'],Barabati Stadium
1046,733985,1,31,['RG Sharma' 'HH Pandya' 'PA Patel' 'JC Buttler'],['P Kumar' 'DS Kulkarni'],Feroz Shah Kotla
1047,733985,2,42,['AJ Finch' 'BB McCullum' 'SK Raina'],['TG Southee' 'JJ Bumrah' 'MJ McClenaghan' 'KH Pandya'],Feroz Shah Kotla
1048,733983,1,49,['AM Rahane' 'F du Plessis' 'KP Pietersen'],['Sandeep Sharma' 'KJ Abbott' 'AR Patel' 'P Sahu'],Wankhede Stadium
1049,733983,2,50,['M Vijay' 'M Vohra'],['I Sharma' 'Ankit Sharma' 'R Ashwin'],Wankhede Stadium
1050,733981,1,63,['CH Gayle' 'AB de Villiers' 'V Kohli'],['Z Khan' 'CH Morris' 'Mohammed Shami'],Feroz Shah Kotla
1051,733981,2,51,['Q de Kock' 'SS Iyer' 'SV Samson' 'KK Nair'],['S Aravind' 'Parvez Rasool' 'SR Watson'],Feroz Shah Kotla
1052,733979,1,40,['MJ Guptill' 'AT Rayudu' 'PA Patel' 'RG Sharma'],['B Kumar' 'BB Sran' 'MC Henriques' 'Mustafizur Rahman'],"Sardar Patel Stadium, Motera"
1053,733979,2,33,['DA Warner' 'S Dhawan' 'MC Henriques'],['TG Southee' 'MJ McClenaghan' 'JJ Bumrah' 'Harbhajan Singh'],"Sardar Patel Stadium, Motera"
1054,733977,1,41,['M Vijay' 'M Vohra' 'SE Marsh'],['M Morkel' 'UT Yadav' 'Shakib Al Hasan'],M Chinnaswamy Stadium
1055,733977,2,65,['RV Uthappa' 'G Gambhir'],['Sandeep Sharma' 'KJ Abbott' 'MM Sharma' 'AR Patel'],M Chinnaswamy Stadium
1056,733975,1,49,['V Kohli' 'KL Rahul' 'AB de Villiers'],['TG Southee' 'MJ McClenaghan' 'JJ Bumrah'],Feroz Shah Kotla
1057,733975,2,51,['RG Sharma' 'PA Patel' 'AT Rayudu'],['VR Aaron' 'KW Richardson' 'SR Watson'],Feroz Shah Kotla
1058,733973,1,50,['AJ Finch' 'SK Raina' 'BB McCullum'],['B Kumar' 'BB Sran' 'Mustafizur Rahman' 'DJ Hooda'],Wankhede Stadium
1059,733973,2,63,['DA Warner' 'S Dhawan'],['DW Steyn' 'P Kumar' 'DJ Bravo' 'SK Raina'],Wankhede Stadium
1060,733971,1,48,['V Kohli' 'KL Rahul' 'AB de Villiers'],['I Sharma' 'NLTC Perera' 'Ankit Sharma'],JSCA International Stadium Complex
1061,733971,2,36,['AM Rahane' 'F du Plessis' 'KP Pietersen' 'SPD Smith' 'MS Dhoni'],['STR Binny' 'KW Richardson' 'HV Patel' 'SR Watson'],JSCA International Stadium Complex
1062,729317,1,41,['Q de Kock' 'SS Iyer' 'SV Samson'],['TG Southee' 'MJ McClenaghan' 'JJ Bumrah' 'KH Pandya'],Dubai International Cricket Stadium
1063,729317,2,52,['RG Sharma' 'PA Patel' 'AT Rayudu'],['Z Khan' 'Mohammed Shami' 'P Negi' 'CH Morris'],Dubai International Cricket Stadium
1064,729315,1,35,['M Vijay' 'M Vohra' 'SE Marsh' 'DA Miller'],['B Kumar' 'BB Sran' 'DJ Hooda' 'Mustafizur Rahman'],Sheikh Zayed Stadium
1065,729315,2,65,['DA Warner' 'S Dhawan'],['Sandeep Sharma' 'KJ Abbott' 'GJ Maxwell' 'MM Sharma'],Sheikh Zayed Stadium
1066,729313,1,50,['V Kohli' 'SR Watson' 'AB de Villiers'],['P Kumar' 'DS Kulkarni' 'PV Tambe' 'SB Jakati'],Dubai International Cricket Stadium
1067,729313,2,72,['DR Smith' 'BB McCullum'],['YS Chahal' 'KW Richardson' 'Iqbal Abdulla' 'SR Watson'],Dubai International Cricket Stadium
1068,729311,1,31,['AM Rahane' 'F du Plessis' 'SPD Smith'],['M Morkel' 'AD Russell' 'Shakib Al Hasan' 'SP Narine'],Sharjah Cricket Stadium
1069,729311,2,59,['RV Uthappa' 'SA Yadav' 'G Gambhir' 'Shakib Al Hasan'],['JA Morkel' 'NLTC Perera' 'R Ashwin'],Sharjah Cricket Stadium
1070,729309,1,39,['RG Sharma' 'AT Rayudu' 'PA Patel'],['Sandeep Sharma' 'MG Johnson' 'AR Patel'],Sharjah Cricket Stadium
1071,729309,2,40,['M Vijay' 'M Vohra' 'SE Marsh' 'GJ Maxwell'],['TG Southee' 'MJ McClenaghan' 'JJ Bumrah'],Sharjah Cricket Stadium
1072,729307,1,27,['DA Warner' 'AP Tare' 'S Dhawan' 'EJG Morgan' 'DJ Hooda'],['AB Dinda' 'MR Marsh' 'NLTC Perera'],Sheikh Zayed Stadium
1073,729307,2,46,['AM Rahane' 'SPD Smith' 'F du Plessis'],['B Kumar' 'A Nehra' 'Mustafizur Rahman'],Sheikh Zayed Stadium
1074,729305,1,71,['DR Smith' 'BB McCullum'],['Z Khan' 'S Nadeem' 'CH Morris'],Sheikh Zayed Stadium
1075,729305,2,22,['Q de Kock' 'SV Samson' 'KK Nair' 'JP Duminy' 'RR Pant'],['P Kumar' 'DS Kulkarni'],Sheikh Zayed Stadium
1076,729303,1,59,['RV Uthappa' 'G Gambhir'],['TG Southee' 'MJ McClenaghan' 'JJ Bumrah' 'Harbhajan Singh'],Dubai International Cricket Stadium
1077,729303,2,64,['RG Sharma' 'PA Patel' 'AT Rayudu'],['JD Unadkat' 'UT Yadav' 'Shakib Al Hasan' 'SP Narine'],Dubai International Cricket Stadium
1078,729301,1,48,['AM Rahane' 'SS Tiwary' 'SPD Smith'],['P Kumar' 'DS Kulkarni'],Dubai International Cricket Stadium
1079,729301,2,72,['DR Smith' 'BB McCullum'],['JA Morkel' 'AB Dinda' 'NLTC Perera' 'R Ashwin'],Dubai International Cricket Stadium
1080,729299,1,37,['Q de Kock' 'SS Iyer' 'SV Samson' 'KK Nair' 'SW Billings'],['AD Russell' 'JO Holder' 'SP Narine'],Sharjah Cricket Stadium
1081,729299,2,43,['RV Uthappa' 'G Gambhir' 'PP Chawla' 'YK Pathan'],['Z Khan' 'Mohammed Shami'],Sharjah Cricket Stadium
1082,729297,1,49,['DA Warner' 'S Dhawan' 'KS Williamson'],['KW Richardson' 'SR Watson' 'Parvez Rasool' 'VR Aaron' 'HV Patel'],Dubai International Cricket Stadium
1083,729297,2,45,['V Kohli' 'KL Rahul' 'AB de Villiers'],['A Nehra' 'B Kumar' 'Mustafizur Rahman'],Dubai International Cricket Stadium
1084,729295,1,59,['M Vijay' 'MP Stoinis'],['P Kumar' 'DS Kulkarni' 'RA Jadeja'],Sharjah Cricket Stadium
1085,729295,2,36,['DR Smith' 'BB McCullum' 'SK Raina' 'KD Karthik'],['Sandeep Sharma' 'MM Sharma' 'MP Stoinis' 'AR Patel' 'KC Cariappa'],Sharjah Cricket Stadium
1086,729293,1,54,['AM Rahane' 'SS Tiwary' 'SPD Smith'],['TG Southee' 'MJ McClenaghan' 'KH Pandya' 'JJ Bumrah'],Sheikh Zayed Stadium
1087,729293,2,47,['RG Sharma' 'PA Patel' 'AT Rayudu'],['NLTC Perera' 'AB Dinda' 'SM Boland'],Sheikh Zayed Stadium
1088,729291,1,40,['KL Rahul' 'CH Gayle' 'V Kohli'],['AD Russell' 'M Morkel' 'SP Narine'],Sharjah Cricket Stadium
1089,729291,2,37,['RV Uthappa' 'G Gambhir' 'CA Lynn' 'MK Pandey'],['STR Binny' 'S Aravind' 'SR Watson' 'YS Chahal' 'VR Aaron'],Sharjah Cricket Stadium
1090,729289,1,35,['DR Smith' 'BB McCullum' 'AJ Finch' 'SK Raina' 'KD Karthik'],['S Nadeem' 'CH Morris' 'Z Khan' 'Mohammed Shami'],Dubai International Cricket Stadium
1091,729289,2,61,['Q de Kock' 'RR Pant'],['P Kumar' 'DS Kulkarni' 'SK Raina'],Dubai International Cricket Stadium
1092,729287,1,40,['RV Uthappa' 'G Gambhir'],['Sandeep Sharma' 'MM Sharma' 'MP Stoinis' 'AR Patel'],Dubai International Cricket Stadium
1093,729287,2,37,['M Vijay' 'MP Stoinis' 'M Vohra' 'GJ Maxwell' 'WP Saha'],['AD Russell' 'M Morkel' 'UT Yadav'],Dubai International Cricket Stadium
1094,729285,1,48,['RR Pant' 'SV Samson' 'KK Nair'],['AB Dinda' 'NLTC Perera' 'SM Boland'],Sheikh Zayed Stadium
1095,729285,2,50,['AM Rahane' 'UT Khawaja'],['J Yadav' 'CR Brathwaite' 'Mohammed Shami'],Sheikh Zayed Stadium
1096,729283,1,26,['DR Smith' 'BB McCullum' 'SK Raina' 'KD Karthik' 'AJ Finch'],['B Kumar' 'A Nehra' 'Mustafizur Rahman'],Sheikh Zayed Stadium
1097,729283,2,38,['DA Warner' 'S Dhawan' 'KS Williamson' 'MC Henriques'],['P Kumar' 'PJ Sangwan' 'DS Kulkarni'],Sheikh Zayed Stadium
1098,729281,1,60,['AM Rahane' 'UT Khawaja' 'SS Tiwary'],['STR Binny' 'Parvez Rasool' 'CJ Jordan' 'SR Watson' 'VR Aaron'],Sharjah Cricket Stadium
1099,729281,2,46,['V Kohli' 'KL Rahul'],['AB Dinda' 'RP Singh' 'NLTC Perera'],Sharjah Cricket Stadium
1100,729279,1,45,['M Vijay' 'MP Stoinis' 'HM Amla'],['S Nadeem' 'Mohammed Shami' 'CH Morris' 'Z Khan'],Sheikh Zayed Stadium
1101,729279,2,51,['Q de Kock' 'SV Samson'],['Sandeep Sharma' 'MM Sharma' 'KC Cariappa' 'MP Stoinis' 'AR Patel'],Sheikh Zayed Stadium
1102,598073,1,51,['DA Warner' 'S Dhawan'],['TG Southee' 'MJ McClenaghan' 'Harbhajan Singh' 'JJ Bumrah'],Eden Gardens
1103,598073,2,32,"['RG Sharma' 'PA Patel' 'KH Pandya' 'AT Rayudu' 'JC Buttler' 'HH Pandya'
 'KA Pollard']",['B Kumar' 'A Nehra' 'BB Sran'],Eden Gardens
1104,598072,1,28,"['RV Uthappa' 'G Gambhir' 'MK Pandey' 'SA Yadav' 'Shakib Al Hasan'
 'YK Pathan']",['P Kumar' 'DS Kulkarni' 'DR Smith'],Eden Gardens
1105,598072,2,46,['DR Smith' 'BB McCullum' 'SK Raina'],['AD Russell' 'M Morkel' 'Shakib Al Hasan' 'PP Chawla'],Eden Gardens
1106,598071,1,56,['V Kohli' 'KL Rahul'],['Sandeep Sharma' 'Anureet Singh' 'MM Sharma' 'MP Stoinis' 'AR Patel'],Feroz Shah Kotla
1107,598071,2,50,['HM Amla' 'M Vijay' 'WP Saha'],['STR Binny' 'YS Chahal' 'CJ Jordan' 'SR Watson'],Feroz Shah Kotla
1108,598070,1,34,['DA Warner' 'S Dhawan' 'KS Williamson'],['AB Dinda' 'RP Singh'],Feroz Shah Kotla
1109,598070,2,25,['AM Rahane' 'GJ Bailey' 'UT Khawaja' 'R Ashwin'],['B Kumar' 'A Nehra' 'BB Sran'],Feroz Shah Kotla
1110,598069,1,25,['V Kohli' 'AB de Villiers' 'CH Gayle' 'KL Rahul'],['TG Southee' 'MJ McClenaghan' 'JJ Bumrah' 'KH Pandya'],"Rajiv Gandhi International Stadium, Uppal"
1111,598069,2,39,['RG Sharma' 'PA Patel' 'AT Rayudu'],['STR Binny' 'S Aravind' 'CJ Jordan' 'SR Watson'],"Rajiv Gandhi International Stadium, Uppal"
1112,598068,1,51,['DA Warner' 'S Dhawan'],['J Yadav' 'NM Coulter-Nile' 'Mohammed Shami'],M Chinnaswamy Stadium
1113,598068,2,50,['Q de Kock' 'MA Agarwal' 'KK Nair'],['B Kumar' 'A Nehra' 'BB Sran' 'Mustafizur Rahman'],M Chinnaswamy Stadium
1114,598067,1,21,['RG Sharma' 'UBT Chand' 'AT Rayudu' 'N Rana'],['Sandeep Sharma' 'MM Sharma' 'AR Patel'],Subrata Roy Sahara Stadium
1115,598067,2,32,['M Vijay' 'HM Amla' 'WP Saha'],['TG Southee' 'MJ McClenaghan' 'KH Pandya' 'JJ Bumrah'],Subrata Roy Sahara Stadium
1116,598066,1,42,['CH Gayle' 'V Kohli' 'AB de Villiers'],['P Kumar' 'DS Kulkarni' 'S Kaushik' 'PV Tambe'],Himachal Pradesh Cricket Association Stadium
1117,598066,2,41,['DR Smith' 'BB McCullum' 'RA Jadeja' 'KD Karthik'],['STR Binny' 'S Aravind' 'YS Chahal' 'SR Watson'],Himachal Pradesh Cricket Association Stadium
1118,598065,1,37,['AM Rahane' 'UT Khawaja' 'GJ Bailey' 'SS Tiwary'],['AD Russell' 'M Morkel' 'Shakib Al Hasan'],"Rajiv Gandhi International Stadium, Uppal"
1119,598065,2,66,['RV Uthappa' 'MK Pandey' 'G Gambhir' 'YK Pathan'],['R Ashwin' 'AB Dinda' 'M Ashwin' 'A Zampa'],"Rajiv Gandhi International Stadium, Uppal"
1120,598064,1,47,['HM Amla' 'M Vijay' 'WP Saha'],['B Kumar' 'A Nehra' 'Mustafizur Rahman' 'BCJ Cutting'],"Punjab Cricket Association Stadium, Mohali"
1121,598064,2,55,['DA Warner' 'S Dhawan'],"['Sandeep Sharma' 'M Vijay' 'MM Sharma' 'Anureet Singh' 'MP Stoinis'
 'GJ Maxwell']","Punjab Cricket Association Stadium, Mohali"
1122,598063,1,45,['RG Sharma' 'MJ Guptill'],['S Nadeem' 'CH Morris' 'Z Khan'],Wankhede Stadium
1123,598063,2,49,['MA Agarwal' 'Q de Kock' 'KK Nair' 'SV Samson'],['Harbhajan Singh' 'R Vinay Kumar' 'MJ McClenaghan' 'JJ Bumrah'],Wankhede Stadium
1124,598062,1,51,['RV Uthappa' 'G Gambhir' 'MK Pandey'],['STR Binny' 'S Aravind' 'Iqbal Abdulla' 'SR Watson'],"MA Chidambaram Stadium, Chepauk"
1125,598062,2,63,['CH Gayle' 'V Kohli'],['AD Russell' 'M Morkel' 'SP Narine' 'PP Chawla'],"MA Chidambaram Stadium, Chepauk"
1126,598061,1,28,['Q de Kock' 'SS Iyer' 'KK Nair' 'SV Samson'],['AB Dinda' 'DL Chahar' 'NLTC Perera'],JSCA International Stadium Complex
1127,598061,2,44,['AM Rahane' 'UT Khawaja' 'GJ Bailey'],['Z Khan' 'NM Coulter-Nile' 'CH Morris'],JSCA International Stadium Complex
1128,598060,1,63,['CH Gayle' 'V Kohli'],['Sandeep Sharma' 'MM Sharma' 'KJ Abbott' 'KC Cariappa' 'AR Patel'],Wankhede Stadium
1129,598060,2,59,['M Vijay' 'HM Amla' 'WP Saha' 'DA Miller' 'Gurkeerat Singh' 'AR Patel'],['STR Binny' 'S Aravind' 'CJ Jordan' 'YS Chahal' 'SR Watson'],Wankhede Stadium
1130,598059,1,44,['RV Uthappa' 'G Gambhir' 'MK Pandey' 'PP Chawla'],['P Kumar' 'DS Kulkarni' 'DR Smith'],Feroz Shah Kotla
1131,598059,2,55,['DR Smith' 'SK Raina' 'BB McCullum' 'KD Karthik' 'AJ Finch'],['AS Rajpoot' 'SP Narine' 'M Morkel'],Feroz Shah Kotla
1132,598058,1,46,['DA Warner' 'S Dhawan'],['Z Khan' 'J Yadav' 'NM Coulter-Nile' 'CR Brathwaite'],Sawai Mansingh Stadium
1133,598058,2,37,['Q de Kock' 'RR Pant' 'KK Nair'],['B Kumar' 'BB Sran' 'Mustafizur Rahman'],Sawai Mansingh Stadium
1134,598057,1,52,['HM Amla' 'M Vijay'],['IK Pathan' 'AB Dinda' 'DL Chahar' 'NLTC Perera'],JSCA International Stadium Complex
1135,598057,2,44,['AM Rahane' 'UT Khawaja' 'GJ Bailey'],['Sandeep Sharma' 'MM Sharma' 'KJ Abbott'],JSCA International Stadium Complex
1136,598056,1,49,['RG Sharma' 'MJ Guptill' 'N Rana' 'KH Pandya' 'JC Buttler'],['P Kumar' 'DS Kulkarni' 'DR Smith'],"Punjab Cricket Association Stadium, Mohali"
1137,598056,2,70,['AJ Finch' 'SK Raina' 'BB McCullum'],['R Vinay Kumar' 'JJ Bumrah' 'MJ McClenaghan' 'KH Pandya'],"Punjab Cricket Association Stadium, Mohali"
1138,598055,1,48,['RV Uthappa' 'G Gambhir' 'C Munro'],['B Kumar' 'BB Sran' 'KS Williamson' 'DJ Hooda'],Subrata Roy Sahara Stadium
1139,598055,2,48,['S Dhawan' 'DA Warner' 'NV Ojha'],['YK Pathan' 'AS Rajpoot' 'Shakib Al Hasan' 'SP Narine'],Subrata Roy Sahara Stadium
1140,598054,1,43,['Q de Kock' 'RR Pant' 'KK Nair'],['STR Binny' 'S Aravind' 'CJ Jordan' 'SR Watson' 'YS Chahal'],Feroz Shah Kotla
1141,598054,2,49,['CH Gayle' 'V Kohli' 'AB de Villiers' 'KL Rahul'],['Z Khan' 'CH Morris'],Feroz Shah Kotla
1142,598053,1,23,['AJ Finch' 'BB McCullum' 'KD Karthik' 'SK Raina' 'DR Smith'],['S Aravind' 'Iqbal Abdulla' 'SR Watson'],Subrata Roy Sahara Stadium
1143,598053,2,31,"['CH Gayle' 'V Kohli' 'AB de Villiers' 'KL Rahul' 'SR Watson'
 'Sachin Baby' 'STR Binny']",['P Kumar' 'DS Kulkarni' 'RA Jadeja'],Subrata Roy Sahara Stadium
1144,598052,1,43,['DA Warner' 'S Dhawan' 'MC Henriques'],['YK Pathan' 'M Morkel' 'SP Narine'],"Punjab Cricket Association Stadium, Mohali"
1145,598052,2,46,['RV Uthappa' 'G Gambhir' 'C Munro'],['B Kumar' 'BB Sran' 'DJ Hooda' 'Mustafizur Rahman'],"Punjab Cricket Association Stadium, Mohali"
1146,598051,1,38,['ER Dwivedi' 'BB McCullum' 'SK Raina' 'KD Karthik'],['B Kumar' 'TA Boult' 'BB Sran' 'Bipul Sharma'],"Rajiv Gandhi International Stadium, Uppal"
1147,598051,2,46,['DA Warner' 'S Dhawan' 'MC Henriques' 'Yuvraj Singh'],['P Kumar' 'DS Kulkarni' 'DR Smith' 'SK Raina'],"Rajiv Gandhi International Stadium, Uppal"
1148,598050,1,59,['DA Warner' 'S Dhawan'],['S Aravind' 'CH Gayle' 'SR Watson'],Wankhede Stadium
1149,598050,2,59,['CH Gayle' 'V Kohli'],['B Kumar' 'BB Sran' 'BCJ Cutting' 'Mustafizur Rahman'],Wankhede Stadium
1150,598049,1,59,['DA Warner' 'S Dhawan' 'MC Henriques'],['TS Mills' 'A Choudhary' 'YS Chahal' 'S Aravind' 'SR Watson'],Sawai Mansingh Stadium
1151,598049,2,54,['CH Gayle' 'Mandeep Singh' 'TM Head'],['A Nehra' 'B Kumar' 'BCJ Cutting' 'Rashid Khan'],Sawai Mansingh Stadium
1152,598048,1,61,['PA Patel' 'JC Buttler' 'RG Sharma'],['AB Dinda' 'DL Chahar' 'BA Stokes' 'Imran Tahir'],M Chinnaswamy Stadium
1153,598048,2,59,['AM Rahane' 'MA Agarwal' 'SPD Smith'],['TG Southee' 'HH Pandya' 'MJ McClenaghan' 'JJ Bumrah'],M Chinnaswamy Stadium
1154,598047,1,52,['JJ Roy' 'BB McCullum' 'SK Raina'],['TA Boult' 'PP Chawla' 'SP Narine' 'CR Woakes'],Sawai Mansingh Stadium
1155,598047,2,73,['G Gambhir' 'CA Lynn'],['P Kumar' 'DS Kulkarni' 'MS Gony' 'S Kaushik'],Sawai Mansingh Stadium
1156,598046,1,35,['AM Rahane' 'MA Agarwal' 'SPD Smith'],['Sandeep Sharma' 'MM Sharma' 'AR Patel'],Wankhede Stadium
1157,598046,2,56,['HM Amla' 'M Vohra' 'WP Saha' 'AR Patel'],['AB Dinda' 'DT Christian' 'BA Stokes' 'Imran Tahir'],Wankhede Stadium
1158,598045,1,41,['CH Gayle' 'SR Watson' 'Mandeep Singh' 'KM Jadhav'],['Z Khan' 'CH Morris' 'PJ Cummins' 'S Nadeem'],M Chinnaswamy Stadium
1159,598045,2,43,['AP Tare' 'SW Billings' 'KK Nair' 'SV Samson'],['B Stanlake' 'YS Chahal' 'Iqbal Abdulla' 'TS Mills'],M Chinnaswamy Stadium
1160,598044,1,40,['JJ Roy' 'BB McCullum' 'SK Raina' 'AJ Finch'],['Bipul Sharma' 'B Kumar' 'A Nehra' 'Rashid Khan'],"Rajiv Gandhi International Stadium, Uppal"
1161,598044,2,59,['DA Warner' 'S Dhawan' 'MC Henriques'],['SK Raina' 'P Kumar' 'Tejas Baroka' 'DS Kulkarni'],"Rajiv Gandhi International Stadium, Uppal"
1162,598043,1,59,['G Gambhir' 'CA Lynn' 'RV Uthappa' 'MK Pandey'],['SL Malinga' 'MJ McClenaghan' 'JJ Bumrah' 'KH Pandya'],Eden Gardens
1163,598043,2,49,['PA Patel' 'JC Buttler'],['TA Boult' 'CR Woakes' 'SP Narine' 'Kuldeep Yadav'],Eden Gardens
1164,598042,1,23,['SR Watson' 'Vishnu Vinod' 'AB de Villiers' 'KM Jadhav' 'Mandeep Singh'],['AR Patel' 'Sandeep Sharma' 'MM Sharma' 'VR Aaron'],Subrata Roy Sahara Stadium
1165,598042,2,62,['M Vohra' 'HM Amla'],['B Stanlake' 'Iqbal Abdulla' 'SR Watson' 'TS Mills'],Subrata Roy Sahara Stadium
1166,598041,1,62,['AP Tare' 'SW Billings' 'SV Samson'],['AB Dinda' 'DL Chahar' 'BA Stokes'],"MA Chidambaram Stadium, Chepauk"
1167,598041,2,50,['AM Rahane' 'MA Agarwal' 'F du Plessis' 'RA Tripathi'],['S Nadeem' 'PJ Cummins' 'Z Khan' 'CH Morris'],"MA Chidambaram Stadium, Chepauk"
1168,598040,1,34,['S Dhawan' 'DA Warner'],['Harbhajan Singh' 'SL Malinga' 'JJ Bumrah'],Shaheed Veer Narayan Singh International Stadium
1169,598040,2,61,['PA Patel' 'JC Buttler' 'RG Sharma' 'N Rana'],['B Kumar' 'A Nehra' 'Rashid Khan' 'Mustafizur Rahman'],Shaheed Veer Narayan Singh International Stadium
1170,598039,1,57,['HM Amla' 'M Vohra' 'MP Stoinis'],['TA Boult' 'UT Yadav' 'CR Woakes' 'SP Narine' 'PP Chawla'],"Rajiv Gandhi International Stadium, Uppal"
1171,598039,2,76,['SP Narine' 'G Gambhir' 'RV Uthappa'],['Sandeep Sharma' 'I Sharma' 'GJ Maxwell' 'VR Aaron'],"Rajiv Gandhi International Stadium, Uppal"
1172,598038,1,41,['CH Gayle' 'V Kohli'],['TG Southee' 'Harbhajan Singh' 'MJ McClenaghan'],Subrata Roy Sahara Stadium
1173,598038,2,21,"['PA Patel' 'JC Buttler' 'RG Sharma' 'MJ McClenaghan' 'KA Pollard'
 'N Rana']",['S Badree' 'STR Binny' 'S Aravind' 'TS Mills'],Subrata Roy Sahara Stadium
1174,598037,1,64,['AM Rahane' 'SPD Smith' 'RA Tripathi' 'BA Stokes'],['P Kumar' 'Basil Thampi' 'SB Jakati' 'AJ Tye'],Wankhede Stadium
1175,598037,2,61,['DR Smith' 'BB McCullum'],['Ankit Sharma' 'LH Ferguson' 'SN Thakur' 'BA Stokes' 'Imran Tahir'],Wankhede Stadium
1176,598036,1,40,['SP Narine' 'G Gambhir' 'RV Uthappa' 'MK Pandey'],['B Kumar' 'A Nehra' 'BCJ Cutting' 'Rashid Khan'],Sawai Mansingh Stadium
1177,598036,2,45,['DA Warner' 'S Dhawan'],['UT Yadav' 'TA Boult' 'SP Narine' 'Kuldeep Yadav'],Sawai Mansingh Stadium
1178,598035,1,49,['SV Samson' 'SW Billings'],['Sandeep Sharma' 'MM Sharma' 'AR Patel' 'VR Aaron'],Shaheed Veer Narayan Singh International Stadium
1179,598035,2,40,['M Vohra' 'HM Amla' 'WP Saha' 'EJG Morgan' 'DA Miller'],['Z Khan' 'S Nadeem' 'CH Morris' 'PJ Cummins'],Shaheed Veer Narayan Singh International Stadium
1180,598034,1,46,['DR Smith' 'SK Raina' 'BB McCullum'],['MJ McClenaghan' 'SL Malinga' 'Harbhajan Singh' 'JJ Bumrah'],"MA Chidambaram Stadium, Chepauk"
1181,598034,2,56,['PA Patel' 'N Rana' 'JC Buttler'],['P Kumar' 'Basil Thampi' 'MM Patel' 'AJ Tye'],"MA Chidambaram Stadium, Chepauk"
